,data,hora,quantidade
733,2019-1-31,13,1200.8577968480454
734,2019-1-31,14,1203.5128126066893
735,2019-1-31,15,1203.8609336795118
736,2019-1-31,16,1206.7089828389785
737,2019-1-31,17,1209.6752188802448
738,2019-1-31,18,1209.8886252673858
739,2019-1-31,19,1211.5459743256229
740,2019-1-31,20,1212.4522819632464
741,2019-1-31,21,1215.5366236404577
742,2019-1-31,22,1216.7004799837307
743,2019-1-31,23,1217.6409004942445
